CrimeDateTime,CrimeCode,Location,Description,Weapon,Victim_Gender,Victim_Age,Victim_Race,District
"4/22/2023, 6:00 AM",4B,4400 PALL MALL RD,AGG. ASSAULT,PERSONAL_WEAPONS,M,25,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"4/22/2023, 6:28 PM",4A,2600 KENNEDY AVE,AGG. ASSAULT,HANDGUN,F,17,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"4/22/2023, 6:01 AM",7C,3700 5TH ST,AUTO THEFT,,M,61,WHITE,SOUTHERN
"4/22/2023, 6:00 PM",4E,900 HARLEM AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,26,BLACK_OR_AFRICAN_AMERICAN,WESTERN
"4/22/2023, 12:30 PM",6D,1800 ORLEANS ST,LARCENY FROM AUTO,,F,40,BLACK_OR_AFRICAN_AMERICAN,EASTERN
"4/22/2023, 6:08 PM",4E,800 N CENTRAL AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,17,BLACK_OR_AFRICAN_AMERICAN,EASTERN
"5/12/2023, 10:00 PM",7C,700 S LAKEWOOD AVE,AUTO THEFT,,F,40,WHITE,SOUTHEAST
"5/13/2023, 4:30 AM",4E,2500 E NORTHERN PKWY,COMMON ASSAULT,PERSONAL_WEAPONS,F,22,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/12/2023, 6:00 AM",7C,2500 KEYWORTH AVE,AUTO THEFT,,M,59,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"5/12/2023, 6:30 AM",4B,1800 N MONROE ST,AGG. ASSAULT,BLUNT_OBJECT,M,65,WHITE,WESTERN
"5/12/2023, 10:56 PM",3AO,1600 WILKENS AVE,ROBBERY,PERSONAL_WEAPONS,M,55,WHITE,SOUTHERN
"5/13/2023, 12:30 AM",4D,1400 BOYLE ST,AGG. ASSAULT,,F,35,WHITE,SOUTHERN
"5/13/2023, 3:00 AM",6D,100 W EAGER ST,LARCENY FROM AUTO,,M,26,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"5/13/2023, 1:00 AM",7C,3100 BANCROFT RD,AUTO THEFT,,F,44,,NORTHWEST
"5/12/2023, 4:30 PM",7C,1500 RIDGELY ST,AUTO THEFT,,M,30,WHITE,SOUTHERN
"5/13/2023, 5:00 AM",6G,1600 N REGESTER ST,LARCENY,,M,31,BLACK_OR_AFRICAN_AMERICAN,EASTERN
"5/12/2023, 10:40 PM",4B,100 N BOND ST,AGG. ASSAULT,BLUNT_OBJECT,F,57,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"5/12/2023, 10:17 PM",6F,1500 DRUID HILL AVE,LARCENY,,F,71,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"5/13/2023, 3:55 AM",6J,6200 HOLABIRD AVE,LARCENY,,U,,,SOUTHEAST
"5/13/2023, 5:30 AM",7C,0 E EAGER ST,AUTO THEFT,,F,34,WHITE,CENTRAL
"5/13/2023, 2:58 AM",3NK,6300 YORK RD,ROBBERY,KNIFE_CUTTING_INSTRUMENT,F,27,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"5/13/2023, 12:00 AM",7C,4900 BELAIR RD,AUTO THEFT,,M,29,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/12/2023, 6:00 AM",3AJO,1200 ANGLESEA ST,ROBBERY - CARJACKING,BLUNT_OBJECT,M,21,WHITE,SOUTHEAST
"6/11/2023, 12:30 AM",6D,3700 W COLD SPRING LN,LARCENY FROM AUTO,,F,38,WHITE,NORTHWEST
"6/10/2023, 11:00 PM",7C,600 S BOULDIN ST,AUTO THEFT,,F,33,WHITE,SOUTHEAST
"6/11/2023, 3:57 AM",7C,1100 PENNSYLVANIA AVE,AUTO THEFT,,F,62,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"6/10/2023, 11:00 PM",7C,300 E 24TH ST,AUTO THEFT,,M,35,WHITE,EASTERN
"6/11/2023, 5:00 AM",6D,1400 E FEDERAL ST,LARCENY FROM AUTO,,F,39,BLACK_OR_AFRICAN_AMERICAN,EASTERN
"6/10/2023, 9:30 PM",6D,3400 BRENDAN AVE,LARCENY FROM AUTO,,M,20,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"6/11/2023, 2:00 AM",7C,500 S CAROLINE ST,AUTO THEFT,,M,30,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"6/10/2023, 7:50 PM",4E,300 PARK AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,35,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"6/10/2023, 8:07 PM",4E,5200 READY AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,34,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"6/10/2023, 8:11 PM",3AO,600 LIGHT ST,ROBBERY,,F,21,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"6/10/2023, 8:11 PM",3AO,600 LIGHT ST,ROBBERY,,F,0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"6/10/2023, 3:00 AM",6J,3800 SOUTHERN AVE,LARCENY,,M,65,WHITE,NORTHEAST
"6/9/2023, 5:30 PM",4C,2500 W NORTH AVE,AGG. ASSAULT,OTHER,F,33,BLACK_OR_AFRICAN_AMERICAN,WESTERN
"6/9/2023, 6:44 PM",7C,300 MARYDELL RD,AUTO THEFT,OTHER,M,63,WHITE,SOUTHWEST
"6/9/2023, 6:53 PM",4E,3200 WESTERWALD AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,43,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"6/9/2023, 9:00 PM",4B,2100 W PATAPSCO AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,35,WHITE,SOUTHERN
"6/9/2023, 11:00 PM",4E,2100 HARMAN AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,30,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST
"5/31/2023, 4:30 AM",7C,2700 REISTERSTOWN RD,AUTO THEFT,,M,26,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"5/31/2023, 3:00 AM",6J,3500 GLENMORE AVE,LARCENY,,F,23,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/31/2023, 3:30 AM",7C,1700 RUSSELL ST,AUTO THEFT,,M,56,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN
"5/31/2023, 2:00 AM",6D,2700 E FAIRMOUNT AVE,LARCENY FROM AUTO,,M,43,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"5/30/2023, 10:00 PM",5A,3800 Mt Pleasant Avenue,BURGLARY,,M,58,WHITE,SOUTHEAST
"5/30/2023, 9:02 PM",7C,4500 BELVIEU AVE,AUTO THEFT,,M,56,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"5/31/2023, 1:30 AM",4E,,COMMON ASSAULT,PERSONAL_WEAPONS,F,25,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"5/30/2023, 9:36 PM",6F,2100 EASTERN AVE,LARCENY,,M,39,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"5/31/2023, 4:50 AM",3P,4100 PATTERSON AVE,ROBBERY,PERSONAL_WEAPONS,M,41,ASIAN,NORTHWEST
"5/31/2023, 3:28 AM",7C,4100 BRENDAN AVE,AUTO THEFT,,,,,NORTHEAST
"5/30/2023, 5:20 PM",6F,300 EAST ST,LARCENY,,M,54,BLACK_OR_AFRICAN_AMERICAN,EASTERN
"5/31/2023, 1:28 AM",6F,1000 FLEET ST,LARCENY,,,,,SOUTHEAST
"5/30/2023, 3:15 PM",4E,1500 N MILTON AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,23,BLACK_OR_AFRICAN_AMERICAN,EASTERN
"5/30/2023, 10:51 AM",3AF,2200 N WARWICK AVE,ROBBERY,FIREARM,M,59,BLACK_OR_AFRICAN_AMERICAN,WESTERN
"5/31/2023, 4:50 AM",3P,4100 PATTERSON AVE,ROBBERY,PERSONAL_WEAPONS,M,41,ASIAN,NORTHWEST
"5/30/2023, 6:20 AM",4E,6900 GIST AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,19,WHITE,NORTHWEST
"5/30/2023, 6:25 PM",4B,2400 W FRANKLIN ST,AGG. ASSAULT,PERSONAL_WEAPONS,F,23,UNKNOWN,WESTERN
"5/2/2023, 9:30 PM",7C,300 WHITRIDGE AVE,AUTO THEFT,,F,39,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"5/2/2023, 9:00 PM",4E,3400 EASTERN AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,42,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"5/2/2023, 7:30 PM",6F,,LARCENY,,M,67,,NORTHWEST
"5/3/2023, 12:45 AM",6J,2400 LINDEN AVE,LARCENY,,M,65,,CENTRAL
"5/2/2023, 8:00 PM",5B,3900 Boston St,BURGLARY,,M,59,WHITE,SOUTHEAST
"5/2/2023, 8:00 PM",5B,3900 Boston St,BURGLARY,,M,42,WHITE,SOUTHEAST
"5/2/2023, 11:30 PM",7C,400 SANDERS ST,AUTO THEFT,,F,33,ASIAN,SOUTHERN
"5/3/2023, 4:20 AM",4E,3900 FORDS LN,COMMON ASSAULT,PERSONAL_WEAPONS,M,22,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"5/3/2023, 4:20 AM",4B,3900 FORDS LN,AGG. ASSAULT,PERSONAL_WEAPONS,F,22,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"5/3/2023, 4:00 AM",4E,4400 LAPLATA AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,22,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"5/3/2023, 4:30 AM",4E,600 South President Street,COMMON ASSAULT,PERSONAL_WEAPONS,F,64,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"5/3/2023, 4:00 AM",6D,1800 E NORTHERN PKWY,LARCENY FROM AUTO,,M,38,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/3/2023, 5:00 AM",6J,2700 BERYL AVE,LARCENY,,F,25,,EASTERN
"5/3/2023, 2:55 AM",4E,3800 E LOMBARD ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,29,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"5/3/2023, 12:00 AM",6D,4100 CURTIS AVE,LARCENY FROM AUTO,,M,50,WHITE,SOUTHERN
"5/2/2023, 6:00 PM",6D,900 E FAYETTE ST,LARCENY FROM AUTO,,F,73,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"5/2/2023, 4:00 PM",3JF,1600 E BELVEDERE AVE,ROBBERY,HANDGUN,F,26,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/2/2023, 1:30 PM",4A,6900 REISTERSTOWN RD,AGG. ASSAULT,FIREARM,M,32,WHITE,NORTHWEST
"4/22/2023, 5:30 PM",6F,3000 HARLEM AVE,LARCENY,PERSONAL_WEAPONS,F,31,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST
"4/23/2023, 1:30 AM",5A,600 N HILTON ST,BURGLARY,PERSONAL_WEAPONS,M,27,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST
"4/22/2023, 6:00 AM",7C,6200 PILGRIM RD,AUTO THEFT,,M,47,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"4/22/2023, 7:35 PM",4E,1600 WILKENS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,24,WHITE,SOUTHERN
"4/22/2023, 7:35 PM",3AF,400 N EAST AVE,ROBBERY,HANDGUN,M,47,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"4/22/2023, 7:20 PM",7C,1300 PENTRIDGE RD,AUTO THEFT,,M,31,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"4/22/2023, 10:45 PM",5F,3700 FERNDALE AVE,BURGLARY,,M,23,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"4/22/2023, 7:30 AM",6D,900 N MONROE ST,LARCENY FROM AUTO,,F,38,BLACK_OR_AFRICAN_AMERICAN,WESTERN
"4/22/2023, 7:43 AM",4E,4900 GOODNOW RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,44,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"4/22/2023, 7:43 AM",4E,4900 GOODNOW RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,38,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"4/22/2023, 7:59 AM",4D,1000 S CHARLES ST,AGG. ASSAULT,,M,30,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN
"4/22/2023, 4:01 PM",6D,3400 EASTERN AVE,LARCENY FROM AUTO,,M,36,,SOUTHEAST
"4/23/2023, 5:30 AM",7C,2800 HOMEWOOD AVE,AUTO THEFT,,F,33,,NORTHEAST
"4/23/2023, 2:20 AM",3AK,3200 St Paul Street,ROBBERY,KNIFE_CUTTING_INSTRUMENT,M,20,WHITE,NORTHERN
"4/23/2023, 1:30 AM",6D,2100 W FAYETTE ST,LARCENY FROM AUTO,,M,69,BLACK_OR_AFRICAN_AMERICAN,WESTERN
"4/22/2023, 9:30 PM",4E,1700 CASADEL AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,48,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST
"5/12/2023, 9:00 PM",6D,4100 MORRISON CT,LARCENY FROM AUTO,,M,61,WHITE,SOUTHERN
"5/13/2023, 2:00 AM",6F,4200 YORK RD,LARCENY,,F,26,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"5/12/2023, 11:00 PM",6J,1600 BURNWOOD RD,LARCENY,,F,78,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/12/2023, 6:00 PM",4E,0 S GREENE ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,32,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"5/12/2023, 5:00 PM",6J,3500 HELMSTETTER ST,LARCENY,,M,65,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN
"5/13/2023, 3:00 AM",7C,700 WHITELOCK ST,AUTO THEFT,,M,39,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"5/12/2023, 4:00 PM",4E,6400 PIONEER DR,COMMON ASSAULT,PERSONAL_WEAPONS,F,16,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/12/2023, 9:00 PM",6J,1500 N CALVERT ST,LARCENY,,F,31,WHITE,CENTRAL
"5/12/2023, 3:30 PM",4E,700 GOLD ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,60,BLACK_OR_AFRICAN_AMERICAN,WESTERN
"5/12/2023, 6:10 PM",2A,3100 BANCROFT RD,RAPE,PERSONAL_WEAPONS,F,25,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"5/12/2023, 6:00 PM",4E,1600 St Paul Street,COMMON ASSAULT,PERSONAL_WEAPONS,M,53,WHITE,CENTRAL
"5/12/2023, 6:40 PM",4E,800 E PRESTON ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,39,BLACK_OR_AFRICAN_AMERICAN,EASTERN
"5/12/2023, 6:40 PM",4E,100 N EUTAW ST,COMMON ASSAULT,OTHER,M,24,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"5/12/2023, 9:00 PM",7C,4000 CENTURY RD,AUTO THEFT,,M,26,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/12/2023, 9:45 AM",6D,5000 DENVIEW WAY,LARCENY FROM AUTO,,M,23,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/12/2023, 8:00 AM",5A,2900 E NORTHERN PKWY,BURGLARY,,M,36,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/12/2023, 9:50 AM",6D,1200 DELLWOOD AVE,LARCENY FROM AUTO,,M,30,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"4/12/2023, 10:00 PM",4E,2500 HARFORD RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,16,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"4/12/2023, 9:00 PM",6D,300 GUSRYAN ST,LARCENY FROM AUTO,,M,61,WHITE,SOUTHEAST
"4/12/2023, 11:00 PM",4E,300 W LEXINGTON ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,34,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"4/13/2023, 12:25 AM",6F,5100 STAFFORD RD,LARCENY,,F,31,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST
"4/12/2023, 11:00 PM",4B,5000 WINDSOR MILL RD,AGG. ASSAULT,PERSONAL_WEAPONS,F,15,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST
"4/12/2023, 6:00 PM",6F,1400 RIDGELY ST,LARCENY,,F,43,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN
"4/13/2023, 5:40 AM",7C,5400 WHITWOOD RD,AUTO THEFT,,M,59,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"4/13/2023, 12:30 AM",6D,5300 PLYMOUTH RD,LARCENY FROM AUTO,,M,53,WHITE,NORTHEAST
"4/12/2023, 9:35 PM",7C,2500 GATEHOUSE DR,AUTO THEFT,,F,32,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"4/12/2023, 2:07 PM",4E,3600 FORDS LN,COMMON ASSAULT,PERSONAL_WEAPONS,F,64,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"4/13/2023, 2:00 AM",6D,4300 BERGER AVE,LARCENY FROM AUTO,,F,50,,NORTHEAST
"4/13/2023, 2:00 AM",6J,200 S HIGHLAND AVE,LARCENY,,M,72,WHITE,SOUTHEAST
"4/13/2023, 3:00 AM",7C,5200 ANTHONY AVE,AUTO THEFT,,F,24,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"4/13/2023, 3:00 AM",6D,3800 FORRESTER AVE,LARCENY FROM AUTO,,M,33,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"4/13/2023, 1:00 AM",7C,1300 PARK AVE,AUTO THEFT,,M,25,WHITE,CENTRAL
"4/12/2023, 9:15 PM",6D,200 S REGESTER ST,LARCENY FROM AUTO,,F,36,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST
"4/13/2023, 2:39 AM",4A,1200 KITMORE RD,AGG. ASSAULT,SHOTGUN,F,21,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"6/9/2023, 8:30 AM",5F,4200 CONNECTICUT AVE,BURGLARY,,M,61,WHITE,SOUTHWEST
"6/9/2023, 6:30 PM",6D,1500 GORSUCH AVE,LARCENY FROM AUTO,,M,41,WHITE,NORTHEAST
"6/9/2023, 6:00 PM",3AO,800 ROUNDVIEW RD,ROBBERY,UNKNOWN,M,27,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN
"6/9/2023, 5:00 PM",4E,5900 GLENNOR RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,13,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"6/10/2023, 5:50 AM",4E,600 MOSHER ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,60,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"6/9/2023, 9:00 PM",5F,800 CLINTWOOD CT,BURGLARY,,F,32,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN
"6/10/2023, 5:45 AM",4B,3300 ANNAPOLIS RD,AGG. ASSAULT,BLUNT_OBJECT,M,38,WHITE,SOUTHERN
"6/10/2023, 1:00 AM",7C,800 PARK AVE,AUTO THEFT,,M,49,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"6/9/2023, 9:30 PM",7C,2300 St Paul Street,AUTO THEFT,,F,36,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"6/9/2023, 8:05 PM",4C,800 N EUTAW ST,AGG. ASSAULT,OTHER,M,21,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"6/9/2023, 9:30 PM",6F,2500 MARBOURNE AVE,LARCENY,,F,26,WHITE,SOUTHERN
"6/9/2023, 10:45 PM",6F,5500 SUMMERFIELD AVE,LARCENY,,F,19,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"6/10/2023, 2:00 AM",7C,3200 PELHAM AVE,AUTO THEFT,,M,35,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"6/10/2023, 1:00 AM",7C,5000 GOODNOW RD,AUTO THEFT,,M,35,,NORTHEAST
"6/10/2023, 5:30 AM",7C,3600 Fords Ln,AUTO THEFT,,M,67,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"6/9/2023, 10:00 PM",6D,300 KANE ST,LARCENY FROM AUTO,,M,47,WHITE,SOUTHEAST
"6/10/2023, 12:00 AM",6D,3600 LUCILLE AVE,LARCENY FROM AUTO,,F,53,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"5/30/2023, 6:15 PM",4E,0 S ATHOL AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,67,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST
"5/30/2023, 6:40 PM",4E,600 YALE AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,24,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST
"5/30/2023, 6:40 PM",4E,600 YALE AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,24,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST
"5/31/2023, 12:00 AM",5A,3400 SPRINGDALE AVE,BURGLARY,,,,,NORTHWEST
"5/30/2023, 5:00 PM",7C,6200 MCCLEAN BLVD,AUTO THEFT,,M,58,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/30/2023, 6:00 AM",7C,600 GLENOLDEN AVE,AUTO THEFT,,F,26,BLACK_OR_AFRICAN_AMERICAN,WESTERN
"5/30/2023, 11:30 PM",7C,4400 St Georges Avenue,AUTO THEFT,,,,,NORTHERN
"5/30/2023, 6:00 AM",7C,1500 E COLD SPRING LN,AUTO THEFT,,M,24,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/30/2023, 5:30 PM",6F,2900 DILLON ST,LARCENY,,M,59,WHITE,SOUTHEAST
"5/31/2023, 3:35 AM",7C,1200 SILVERTHORNE RD,AUTO THEFT,,M,35,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/31/2023, 3:18 AM",4E,1600 N DURHAM ST,COMMON ASSAULT,,F,30,BLACK_OR_AFRICAN_AMERICAN,EASTERN
"5/31/2023, 4:24 AM",4E,1800 PENNSYLVANIA AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,23,BLACK_OR_AFRICAN_AMERICAN,CENTRAL
"5/31/2023, 12:30 AM",3AF,400 N GAY ST,ROBBERY,FIREARM,M,45,BLACK_OR_AFRICAN_AMERICAN,EASTERN
"5/31/2023, 4:30 AM",3AJF,5800 FALKIRK RD,ROBBERY - CARJACKING,PERSONAL_WEAPONS,M,34,ASIAN,NORTHEAST
"5/31/2023, 4:50 AM",3P,4100 PATTERSON AVE,ROBBERY,PERSONAL_WEAPONS,M,36,ASIAN,NORTHWEST
"5/30/2023, 11:55 PM",4A,2800 REISTERSTOWN RD,AGG. ASSAULT,FIREARM,M,21,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST
"5/30/2023, 6:00 AM",4E,500 TUNBRIDGE RD,COMMON ASSAULT,,F,64,BLACK_OR_AFRICAN_AMERICAN,NORTHERN
"5/2/2023, 10:40 PM",7C,700 S EAST AVE,AUTO THEFT,,F,26,WHITE,SOUTHEAST
"5/3/2023, 3:30 AM",6J,6000 YORKWOOD RD,LARCENY,,M,47,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST
"5/3/2023, 4:45 AM",6F,500 W UNIVERSITY PKWY,LARCENY,,F,,ASIAN,NORTHERN
"5/3/2023, 3:30 AM",6D,1800 JOHNSON ST,LARCENY FROM AUTO,,M,22,,SOUTHERN
"5/2/2023, 11:20 PM",6G,2200 E MONUMENT ST,LARCENY,,,,,EASTERN
